"cell_id","sdimx","sdimy","cell_type","sample_id","slice_id","class_label","label"
"249458402029808318134987107696143360757",-4037.21103819925,-4375.085693089,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"249520851238376605392500779324905425449",-6212.01361735728,-4102.45443460384,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_4"
"249534623948358112978478261091412994396",-5076.67235748648,-4058.0818747702,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"249535545355648661972440448182222724259",-5345.14177280218,-4702.56505073731,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_6"
"2496446985702171840038538397029282229",-5222.34681898783,-3973.34206801832,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"249695899759076467895300586255372183381",-4439.23848726575,-5092.55672569269,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_1"
"249922022038900853610986887330825659397",-5725.23082529916,-4290.11999707544,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"249956055431289148674029845786478275089",-5809.58635105334,-4080.64404483125,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"250118631462183920316879018561359402278",-6773.57256196179,-3934.29648131465,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"250214149906805294133727231308658995188",-5189.18539323835,-4070.70878163197,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"250220754470203016541353935559928963660",-5458.0545681431,-4248.79200295608,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"250458827358752941229725103531286345463",-5462.53733285878,-3871.96212039353,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"25059354507162692184721140280380810568",-5107.71898063448,-3796.73359279995,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"250661577329423037480717781925365813155",-5198.7239977774,-4811.45437713873,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"250665212615280074198920947631658533303",-4851.01759111027,-4700.06604678954,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"250722690796544773906526918234072992304",-4300.93353077831,-4071.17304078927,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"250748103415335655482947584846860128829",-5055.62683225842,-4052.50365171816,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"250879994265444304399301352235166224565",-4055.21764082159,-4699.57562086795,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"250905789531269145950999985834220883732",-5753.50480541567,-3961.88719461149,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"250930651252657341845934244938590713435",-4579.6896974169,-4141.5708627905,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"251010422541531467055179067627326258421",-6485.68655235201,-4104.12126730395,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"251099853332000107670115742196823304145",-4666.81744331304,-4068.17187121233,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"251104400746467928596125167006338991927",-5196.00218350057,-4476.5712600091,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"251187280171092481822386706026714634086",-6345.34020911727,-4301.50627859018,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"251189808691157229090408198056903482458",-4906.97608806582,-4280.63416622028,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"251249847584749930407747139399355338066",-4995.18763806044,-4712.98039252313,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_6"
"251273527948146661292016682999613999209",-6221.24859865056,-4853.45715983485,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"251316206147111052505974529614338143914",-3784.98112683361,-4642.95064241089,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"251353790433705985836822765601206219554",-4951.97973028119,-4543.86433171446,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"251368980279439007038487825564938616110",-5674.85473956324,-4557.1366641347,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"25141780396748714951551999447655989071",-3962.27526693792,-4949.59137717799,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"251520506869999612254605265703760355002",-4343.35086598742,-4180.87796399522,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"251777465744151654080741051971857096534",-4507.27173631838,-4897.29125812602,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"251799009386888864980588701296174404638",-4240.324170245,-4112.83616728837,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"251816807277345399895525135309319284452",-4945.95529582263,-4441.82486556652,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"251916609800007513962564088332438881953",-5432.04096557627,-4781.20371257621,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"252033883085623626638890060035720950180",-6032.28200101977,-3937.53070930119,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"25212341642713853900164443216361690956",-5969.65598573718,-4194.14859700248,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"252170522774083081082919533665800011728",-4429.80958063429,-5069.6494052476,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_1"
"25233904977782793057785757844865573796",-4256.51722432564,-4338.45854311184,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"252518203270726231064630985886583584744",-6280.70949707986,-4704.49684358369,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"252533576183399768819566112349453777399",-4111.15454287342,-4299.96283856626,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"252611760643576345756719643808829102910",-5853.64368560429,-4751.09031243267,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"252673018716519531408926825752725465966",-4133.45450972097,-5297.4109720083,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"252818186477671987710696803064009420532",-5200.62927850446,-3915.40516999728,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"252839997075512639441560542824671360440",-4790.12993161089,-4555.72706859531,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"252922523517902684984829675859922230258",-4389.86159848816,-4945.02463947759,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"253091350432064752114736825240362547103",-5507.00543177765,-3703.5831317618,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"253193839295968736972855388180108117748",-4959.23276689831,-4786.41983214905,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"253392011351048784304476732454976462918",-4252.05204798437,-4472.08914761629,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"2534480669314360613751557436610738936",-4451.36608854497,-4697.5291115393,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"253628999687348155112704287635168883731",-4078.72623150715,-4325.24835621169,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"253688686719592027874214652333384764523",-5330.15628314808,-4210.22378535855,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"253786041590175166253396483017332451012",-6759.11633504373,-4413.56240576825,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"253858551094908256117375272442122314147",-5045.38678527087,-4792.05881385754,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"253861923833158683089010968938579321110",-3918.43471596189,-5330.9209975349,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"25399591279712672210544750852142316257",-4342.38726680639,-4818.70215820529,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"254030592763219056446369680700768457051",-4234.40234859775,-4925.79508486511,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_6"
"254055174187042885026765486492855242996",-5626.650238629,-4404.66151572625,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"254084353653089031665562986486571092284",-4005.0583453003,-4386.38400653065,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"254223190865789777608564039334896526707",-4102.68709613782,-5340.53911015462,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"254262798262708678593989358762434541249",-6119.7684727209,-3891.75975678568,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_4"
"254377054692937734244652103918826320859",-5885.55821002479,-3751.41354466588,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"254415115866080854524774081447003120238",-5232.63023700658,-4075.39154914672,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"254428712667194540053999925890821879859",-6503.60852661975,-4782.3506660177,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"254536392557461945565550783900777879650",-6661.85198363335,-4383.80196775446,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"25478533441477647005279680248571229062",-5452.77444726737,-4101.97730416828,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"254786329975177673122458219470467211393",-5358.99138259113,-4561.67474358703,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"25493100681089083851717620564503149347",-4175.93417360873,-3990.90011751413,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"2549668676251892517876803585348585680",-3878.70920773126,-4664.98672515799,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"254972635238992244680865080425905589052",-3986.47442001335,-4270.11773402612,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"254977753916541869641974122264932847198",-5037.18684606159,-4349.77313626722,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"254984161418431515816877028390759623945",-6154.87928541079,-4935.10659114095,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_1"
"25500164117111775190116785544515143823",-6389.97087085773,-4869.19397935918,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"255017540107911168599214208109710809108",-4338.26407645184,-4245.39747199666,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"2551288576980533233835074885427893481",-6270.10121611506,-4991.32995913583,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_1"
"255200213400917433753167829962516070052",-5634.44347895585,-4739.42725460638,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"255304286712097130492580765752645250786",-5291.04800365538,-4279.26527438518,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"25540464728926329527535214258542067527",-6550.44748802696,-3915.65853575143,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"255518955987648587504552507493883025586",-4223.71177468854,-4384.20567411314,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"255579993124914420599246471137014323152",-4484.07195412316,-4138.24054096485,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"255714646972038827152639362300231246190",-5494.56149102634,-4307.02401818944,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"255812618616954278872803003181228975564",-3928.79432892264,-5041.77662030937,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"255838014772042045045036793570317654282",-4246.22134511477,-5275.20721655504,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_2"
"255876508760630227099984748142457572517",-5050.77308935341,-4614.30610746987,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"255991692544050853453926073209433306597",-6254.17354894821,-3926.32161372433,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"2559953530119158533890068699849606245",-5067.11407469725,-4767.15400292798,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"256265656904670360486422423410437709997",-6608.72516078579,-3859.15401056153,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"256297645442500536500550871372224424559",-4139.4721459328,-4087.20313912177,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"256723717398505628874518113846471678742",-4463.56452004268,-4394.83493785468,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"256942837086560912662434137709800620766",-4328.47642738793,-4941.74012608611,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"256969361391099806202143370797560229469",-5024.12017239757,-3809.80205619975,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"257016730930002617197115852431649349702",-4234.80829280507,-5162.70358146978,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"257175843033174162206618390316874616911",-5451.76245073414,-4047.34261438748,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"257198989434380194710251639470660021306",-4830.53395719865,-4122.50928811936,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"257349442699865814705369649055068626732",-6363.24245823404,-4157.50633085477,"L5/6 NP","mouse1_sample5","mouse1_slice212","Glutamatergic","L56_NP_1"
"257450158455330424413471187516934750016",-6385.90458799799,-3977.32458168139,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"257750404946789532665769272139930925582",-4029.37646180238,-4880.29507813733,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"257794929703968419900809053256677975439",-4192.99405167421,-4570.19494415092,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"257832472172033688547167368010468404426",-4728.80075960905,-4326.03075477787,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"257925958641351825428580484332664709126",-6458.55052968831,-4118.78193040602,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"258082626642826165391009144261957897741",-5166.54159739147,-4746.11335245847,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"258132469776942561700313614839528486741",-5428.62346971799,-3703.41609681048,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"258423336443699207639495470446065747289",-6257.45481640484,-3833.82388323321,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_1"
"258590792732149301326333761535675160110",-4534.19965331722,-4661.5081228367,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"258669937760882405358484838662175434334",-4416.75123961223,-4099.48952737144,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"258710649867291767661212228730982989612",-4381.10456420597,-4149.38291788658,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"258717917380618058150040645739140053018",-4591.27109436359,-5021.83934299785,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_2"
"258812733164449039567404844277714987268",-6290.74681067803,-4759.86095174368,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"258817521302118020036098739020181984446",-3905.4514227229,-4595.97429409028,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"258835436809807780743875302784994176035",-6572.90273131257,-4490.79176632888,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"258975633078191129920260900839543403114",-4629.84271966013,-3707.41539784139,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"259140826088288689180636846748217216272",-4961.10822477012,-3689.99614163945,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"259243499609256346487759176670606937830",-5226.82534433781,-3988.89630721648,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"259259257630579876031793898586901035277",-5026.02945881135,-3646.99925830547,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"259342918722311020832342626297319570199",-6760.45679337065,-4304.75923531778,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"25962488611441593269616943917642921118",-5809.01376796489,-4373.69460611856,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"259629184754903493897495446959957788927",-5358.10618888509,-4710.22413334043,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"25965243436850260907287533825171190009",-4016.73306655433,-4295.72941334353,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"2596855728870913942470827116392461023",-4758.12100215654,-4110.71361187341,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"259692142071478287906142917937682932446",-5605.00213636144,-4468.96873213351,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"259755057210305550707998641805341383291",-4847.77474472315,-4664.81706187891,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"259897845512097900969007402837444310337",-4138.75280393786,-4469.17730816228,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"259981783261127945201032344318490026028",-6267.55103146202,-4763.33859448094,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"260027011798188955833553930216840648612",-5544.92019259783,-3751.61387417019,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"260036415763454786064607840177720232185",-4315.8433323794,-4126.96398122697,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"260076939289639138633873454649239719989",-4737.97826885392,-4737.44896639342,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"260081201988885796298714544304107219107",-4210.21918883389,-5278.81138514886,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_2"
"260135966431980232764971406035989220830",-6686.82920536197,-3923.91880565679,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"260174672302821666285507429048433720518",-4372.83602730195,-4333.24305728846,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"260233143302882623817353369411443733895",-4094.67308976578,-4294.64319861981,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"260269367484227423446917995249454331353",-6172.88852459515,-4457.74368464627,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"260635268619777282313852078661108870667",-4250.81572538963,-3848.66056565023,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"260646684816783944611176655291939143726",-6188.53249862033,-4766.87753287446,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"260706174832675522126220649725541018084",-4910.18237299316,-4765.59702028321,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"260731509145040919524137577506636463969",-4039.05346525716,-4215.83445372658,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"26084213413587591394604788701358557521",-4649.6522082173,-4429.567370893,"L5/6 NP","mouse1_sample5","mouse1_slice212","Glutamatergic","L56_NP_1"
"260908263711736723960406877678887508227",-6730.90095576722,-4023.73558248044,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"261009565314896144753462676454816592013",-4129.49782757857,-4151.74702933488,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"261039331107295505260889790281180991506",-4832.7698887465,-4506.11943616137,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"261087651839098688043372566956949720746",-5774.69564675522,-4111.838705511,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_4"
"261203713552081380393497117434650669682",-4687.22122998521,-3776.78513693655,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"261261995781883935446814829814118416503",-5735.33366066336,-4678.58093027312,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"261276703536100304275027883466736150859",-4909.7399722282,-4527.29259368632,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"261286488168942504352937826239586770664",-4772.31653947587,-4728.49893054622,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"261320112263420670213319635858194258225",-3826.36951694572,-5199.34511164724,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"261358154546938245311696134052315757892",-6514.81450836573,-3871.56018269553,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"261598179548409511276703965196897661814",-4696.28982048835,-4505.05038849899,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"261608594953618796168632054527645812927",-4482.77201336724,-5004.14034953426,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"261684280083755888567691603702267054420",-6369.74283099366,-4056.30029040425,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_1"
"261733679081141617661074666360887205840",-4907.54744093553,-4109.32832172492,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"261735903486143468036949104229287095159",-5215.89625121292,-4154.71375424944,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"26179628699994541791937544116492160998",-5409.34727880985,-4078.03958023598,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"26198310341396027862379261246148371827",-4109.56590779715,-4510.89313231748,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"262015568983676089328347185360635042377",-5173.30884664345,-4770.5185540938,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"262070639175286895504166371498826465673",-3802.79163136616,-4504.00902441881,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"262079585128097813450647803254957785009",-5983.52161024887,-4845.30319163024,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"262177156353913760399931738424833686839",-5749.1630758193,-4748.55180499241,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"262293770056019630809592767664839298376",-4446.27319453569,-3863.41739445063,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"262331739604671208861397468449788346285",-4667.02628697321,-3765.67632047421,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"262349933540875214920050441510064584604",-6426.21797778123,-3929.12003146559,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"262394261821953830065677896599596216941",-5398.91540350556,-4800.6724178648,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"262573567972429521813148561414538748109",-6591.65082269255,-3854.2263392322,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"262584396195173201016334937742649962608",-5240.42236831177,-4124.01518542791,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"262594363168733596751047658066468899049",-4316.15625494545,-3973.75727128745,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"262595137917660576061353543586493708719",-4181.18892431947,-3957.73059011624,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"262666868656686144833821276266862852577",-5611.24806531513,-4627.50128236066,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"262832516708773646699285153458664616473",-5046.47301157601,-4714.91999648942,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"262880419773266039351715098692536844683",-5643.98677333241,-3917.8345939615,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"262932172791835809142340056841096700472",-4584.03176089731,-3689.31083733676,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"262981173838714702733315143031826575497",-6298.6711208889,-4736.49522910032,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"263224130373653001683933843568427006406",-4157.69189189936,-4244.09393544711,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"263364799572645527203558882190400173892",-4828.20468708028,-4736.38477473221,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"263394062657519159960173945175434200152",-5394.41035123569,-4085.73498749873,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"263467587469884271433237542271649883472",-5103.27269132181,-4042.01219536673,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"263496982819163501219629115068301337363",-5968.20301612152,-4421.26134150142,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"263662038794795761523220704659674036026",-4379.6019140581,-5138.19994933802,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_2"
"263796709511239584482087979760058839935",-4287.66590054853,-4032.07950038295,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"264153907962141499285871837152587478607",-5530.86605918899,-4337.18598987151,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"264294241761554056538419536058781369646",-6335.3026578852,-4146.41360155663,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_4"
"264347724449729608633690734744107064083",-5921.86538189082,-4175.38114814585,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"264619894192042720823939496536362092942",-4562.49322545447,-4691.35774634867,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
